"fileid"	"votetitle"	"fulltitle"	"policyarea"	"docref"	"dossiercommittee"	"epref"	"legalbasis"	"reporterinfo"	"reporterid"	"date"	"votescount"	"for"	"against"	"abstain"	
"6566"	"A7-0301/2013 - Klaus-Heiner Lehne et Luigi Berlinguer - Résolution législative"	""	""	""	""	"A7-0301/2013"	""	"&key=0"	""	"2014-02-26"	"640"	"416"	"159"	"65"	
"7014"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 28/4"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"618"	"528"	"77"	"13"	
"6040"	"A7-0430/2013 - Chris Davies - Am 12"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0430/2013"	""	"&key=0"	""	"2014-01-14"	"687"	"270"	"392"	"25"	
"7256"	"A7-0162/2014 - Mario Pirillo - Am 344S"	""	""	""	""	"A7-0162/2014"	""	"&key=0"	""	"2014-04-15"	"634"	"212"	"416"	"6"	
"6735"	"A7-0139/2014 - Claude Moraes - Am 1"	""	""	""	""	"A7-0139/2014"	""	"&key=0"	""	"2014-03-12"	"669"	"239"	"399"	"31"	
"7257"	"A7-0162/2014 - Mario Pirillo - Am 193"	""	""	""	""	"A7-0162/2014"	""	"&key=0"	""	"2014-04-15"	"644"	"514"	"118"	"12"	
"6315"	"A7-0047/2014 - Anne Delvaux - § 24/4"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"665"	"339"	"312"	"14"	
"6953"	"A7-0120/2014 - Paulo Rangel - § 76"	""	""	""	""	"A7-0120/2014"	""	"&key=0"	""	"2014-03-13"	"424"	"363"	"58"	"3"	
"6625"	"A7-0039/2014 - Sarah Ludford - Résolution"	""	""	""	""	"A7-0039/2014"	""	"&key=0"	""	"2014-02-27"	"557"	"495"	"51"	"11"	
"7076"	"A7-0238/2014 - Paweł Zalewski - Am 1"	""	""	""	""	"A7-0238/2014"	""	"&key=0"	""	"2014-04-03"	"620"	"208"	"340"	"72"	
"7078"	"A7-0238/2014 - Paweł Zalewski - Résolution législative"	""	""	""	""	"A7-0238/2014"	""	"&key=0"	""	"2014-04-03"	"619"	"531"	"68"	"20"	
"7227"	"A7-0254/2014 - Jean-Luc Dehaene et Ivailo Kalfin - § 25"	""	""	""	""	"A7-0254/2014"	""	"&key=0"	""	"2014-04-15"	"666"	"572"	"75"	"19"	
"7110"	"A7-0213/2014 - Tamás Deutsch - Résolution"	""	""	""	""	"A7-0213/2014"	""	"&key=0"	""	"2014-04-03"	"605"	"528"	"67"	"10"	
"6952"	"A7-0120/2014 - Paulo Rangel - § 74"	""	""	""	""	"A7-0120/2014"	""	"&key=0"	""	"2014-03-13"	"426"	"350"	"69"	"7"	
"6064"	"A7-0459/2013 - Vilija Blinkevičiūtė - Résolution"	""	"Employment and Social Affairs"	""	""	"A7-0459/2013"	""	"&key=0"	""	"2014-01-14"	"691"	"587"	"65"	"39"	
"7439"	"A7-0078/2014 - Rosa Estaràs Ferragut - Résolution législative"	""	""	""	""	"A7-0078/2014"	""	"&key=0"	""	"2014-04-16"	"578"	"525"	"12"	"41"	
"6484"	"A7-0066/2014 - Sergio Gaetano Cofferati - Résolution"	""	""	""	""	"A7-0066/2014"	""	"&key=0"	""	"2014-02-25"	"680"	"607"	"64"	"9"	
"6960"	"RC-B7-0251/2014 - Résolution"	""	""	""	""	"RC-B7-0251/2014"	""	"&key=0"	""	"2014-03-13"	"52"	"47"	"0"	"5"	
"6659"	"A7-0260/2013 - Paolo De Castro - Résolution législative"	""	""	""	""	"A7-0260/2013"	""	"&key=0"	""	"2014-03-11"	"679"	"567"	"105"	"7"	
"6631"	"A7-0114/2014 - Françoise Castex - Am 1"	""	""	""	""	"A7-0114/2014"	""	"&key=0"	""	"2014-02-27"	"484"	"132"	"336"	"16"	
"6310"	"A7-0047/2014 - Anne Delvaux - § 22"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"669"	"380"	"284"	"5"	
"6947"	"A7-0120/2014 - Paulo Rangel - § 1"	""	""	""	""	"A7-0120/2014"	""	"&key=0"	""	"2014-03-13"	"433"	"345"	"70"	"18"	
"6242"	"A7-0053/2014 - Christofer Fjellner - Am 88"	""	"International Trade"	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-02-05"	"677"	"173"	"493"	"11"	
"6541"	"A7-0472/2013 - Jaromír Kohlíček - Résolution législative"	""	""	""	""	"A7-0472/2013"	""	"&key=0"	""	"2014-02-26"	"673"	"575"	"84"	"14"	
"6274"	"A7-0047/2014 - Anne Delvaux - § 4/2"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"661"	"341"	"311"	"9"	
"6590"	"A7-0071/2014 - Mary Honeyball - Am 6"	""	""	""	""	"A7-0071/2014"	""	"&key=0"	""	"2014-02-26"	"602"	"397"	"135"	"70"	
"7154"	"A7-0198/2014 - Paul Rübig - Résolution"	""	""	""	""	"A7-0198/2014"	""	"&key=0"	""	"2014-04-03"	"556"	"426"	"111"	"19"	
"7312"	"A7-0355/2013 - Christel Schaldemose - Am 19"	""	""	""	""	"A7-0355/2013"	""	"&key=0"	""	"2014-04-15"	"615"	"219"	"391"	"5"	
"6469"	"A7-0091/2014 - Sergio Gutiérrez Prieto - § 23/2"	""	""	""	""	"A7-0091/2014"	""	"&key=0"	""	"2014-02-25"	"679"	"613"	"62"	"4"	
"6434"	"A7-0480/2013 - József Szájer - Vote unique"	""	""	""	""	"A7-0480/2013"	""	"&key=0"	""	"2014-02-25"	"529"	"466"	"50"	"13"	
"6063"	"A7-0459/2013 - Vilija Blinkevičiūtė - § 28"	""	"Employment and Social Affairs"	""	""	"A7-0459/2013"	""	"&key=0"	""	"2014-01-14"	"686"	"611"	"61"	"14"	
"6993"	"A7-0243/2014 - Mojca Kleva Kekuš - Am 15S"	""	""	""	""	"A7-0243/2014"	""	"&key=0"	""	"2014-04-02"	"632"	"240"	"381"	"11"	
"7153"	"A7-0200/2014 - Paul Rübig - Résolution"	""	""	""	""	"A7-0200/2014"	""	"&key=0"	""	"2014-04-03"	"562"	"485"	"62"	"15"	
"6831"	"A7-0135/2014 - Alejandro Cercas - Am 21"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"611"	"69"	"471"	"71"	
"6847"	"A7-0135/2014 - Alejandro Cercas - Am 26"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"606"	"144"	"324"	"138"	
"6317"	"A7-0047/2014 - Anne Delvaux - § 28"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"668"	"539"	"126"	"3"	
"7473"	"B7-0365/2014 - Résolution"	""	""	""	""	"B7-0365/2014"	""	"&key=0"	""	"2014-04-17"	"575"	"518"	"27"	"30"	
"6822"	"A7-0135/2014 - Alejandro Cercas - § 4/2"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"606"	"462"	"137"	"7"	
"7283"	"A7-0147/2014 - Hynek Fajmon - Am 86"	""	""	""	""	"A7-0147/2014"	""	"&key=0"	""	"2014-04-15"	"640"	"365"	"268"	"7"	
"6752"	"A7-0141/2014 - Salvatore Iacolino - Am 4"	""	""	""	""	"A7-0141/2014"	""	"&key=0"	""	"2014-03-12"	"670"	"103"	"508"	"59"	
"6808"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - § 112"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"612"	"459"	"138"	"15"	
"6490"	"A7-0044/2014 - Marit Paulsen - § 9/1"	""	""	""	""	"A7-0044/2014"	""	"&key=0"	""	"2014-02-25"	"676"	"664"	"5"	"7"	
"6902"	"A7-0159/2014 - Eider Gardiazábal Rubial - Am 19"	""	""	""	""	"A7-0159/2014"	""	"&key=0"	""	"2014-03-13"	"556"	"95"	"447"	"14"	
"6785"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - Am 21"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"610"	"133"	"328"	"149"	
"6450"	"A7-0354/2013 - Matthias Groote - Résolution législative"	""	""	""	""	"A7-0354/2013"	""	"&key=0"	""	"2014-02-25"	"681"	"658"	"14"	"9"	
"7435"	"A7-0072/2014 - Frédéric Daerden - Am 46"	""	""	""	""	"A7-0072/2014"	""	"&key=0"	""	"2014-04-16"	"560"	"53"	"491"	"16"	
"7322"	"A7-0355/2013 - Christel Schaldemose - Résolution législative"	""	""	""	""	"A7-0355/2013"	""	"&key=0"	""	"2014-04-15"	"642"	"485"	"130"	"27"	
"7019"	"A7-0153/2014 - Luigi Berlinguer, Juan Fernando López Aguilar et Carlo Casini - § 40/1"	""	""	""	""	"A7-0153/2014"	""	"&key=0"	""	"2014-04-02"	"626"	"506"	"97"	"23"	
"7422"	"A7-0271/2014 - Anne E. Jensen et Jean-Luc Dehaene - Am 1-2 4-5 (Bloc)"	""	""	""	""	"A7-0271/2014"	""	"&key=0"	""	"2014-04-16"	"470"	"371"	"82"	"17"	
"6818"	"A7-0135/2014 - Alejandro Cercas - § 2"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"613"	"439"	"133"	"41"	
"6933"	"RC-B7-0263/2014 - Am 15"	""	""	""	""	"RC-B7-0263/2014"	""	"&key=0"	""	"2014-03-13"	"476"	"45"	"415"	"16"	
"6628"	"A7-0070/2014 - Dolores García-Hierro Caraballo et Raül Romeva i Rueda - § 6"	""	""	""	""	"A7-0070/2014"	""	"&key=0"	""	"2014-02-27"	"525"	"474"	"43"	"8"	
"6246"	"A7-0468/2013 - Isabelle Thomas - Am 5"	""	"Fisheries"	""	""	"A7-0468/2013"	""	"&key=0"	""	"2014-02-05"	"664"	"569"	"87"	"8"	
"6869"	"A7-0135/2014 - Alejandro Cercas - § 41/3"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"606"	"470"	"124"	"12"	
"7381"	"A7-0249/2013 - Danuta Jazłowiecka - Am 62 PC (Article 12, §1)"	""	""	""	""	"A7-0249/2013"	""	"&key=0"	""	"2014-04-16"	"670"	"486"	"155"	"29"	
"6978"	"A7-0252/2014 - Romana Jordan - Am 52"	""	""	""	""	"A7-0252/2014"	""	"&key=0"	""	"2014-04-02"	"624"	"162"	"451"	"11"	
"6258"	"A7-0020/2014 - Georges Bach - Résolution législative"	""	"Transport and Tourism"	""	""	"A7-0020/2014"	""	"&key=0"	""	"2014-02-05"	"669"	"580"	"41"	"48"	
"7258"	"A7-0162/2014 - Mario Pirillo - Am 345S"	""	""	""	""	"A7-0162/2014"	""	"&key=0"	""	"2014-04-15"	"627"	"208"	"418"	"1"	
"6265"	"A7-0047/2014 - Anne Delvaux - Am 33"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"667"	"52"	"603"	"12"	
"7062"	"A7-0190/2014 - Pilar del Castillo Vera - Am 235=242/2"	""	""	""	""	"A7-0190/2014"	""	"&key=0"	""	"2014-04-03"	"604"	"587"	"7"	"10"	
"7158"	"B7-0279/2014 - Am 8"	""	""	""	""	"B7-0279/2014"	""	"&key=0"	""	"2014-04-03"	"518"	"92"	"408"	"18"	
"6789"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - Am 40"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"611"	"261"	"341"	"9"	
"7178"	"A7-0142/2014 - Corien Wortmann-Kool - Résolution législative"	""	""	""	""	"A7-0142/2014"	""	"&key=0"	""	"2014-04-15"	"674"	"620"	"20"	"34"	
"6476"	"A7-0091/2014 - Sergio Gutiérrez Prieto - § 46/3"	""	""	""	""	"A7-0091/2014"	""	"&key=0"	""	"2014-02-25"	"680"	"333"	"332"	"15"	
"6322"	"A7-0047/2014 - Anne Delvaux - § 31/1"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"660"	"580"	"75"	"5"	
"6441"	"A7-0096/2014 - Agustín Díaz de Mera García Consuegra - Am 31"	""	""	""	""	"A7-0096/2014"	""	"&key=0"	""	"2014-02-25"	"665"	"289"	"371"	"5"	
"7281"	"A7-0147/2014 - Hynek Fajmon - Am 81"	""	""	""	""	"A7-0147/2014"	""	"&key=0"	""	"2014-04-15"	"643"	"226"	"408"	"9"	
"7379"	"A7-0249/2013 - Danuta Jazłowiecka - Am 62 PC"	""	""	""	""	"A7-0249/2013"	""	"&key=0"	""	"2014-04-16"	"667"	"486"	"161"	"20"	
"7161"	"A7-0145/2014 - Corien Wortmann-Kool - Vote unique"	""	""	""	""	"A7-0145/2014"	""	"&key=0"	""	"2014-04-15"	"674"	"638"	"22"	"14"	
"6431"	"RC-B7-0100/2014 - Résolution"	""	""	""	""	"RC-B7-0100/2014"	""	"&key=0"	""	"2014-02-06"	"55"	"48"	"0"	"7"	
"7339"	"A7-0101/2014 - Anthea McIntyre - § 97/1"	""	""	""	""	"A7-0101/2014"	""	"&key=0"	""	"2014-04-15"	"632"	"615"	"10"	"7"	
"6961"	"RC-B7-0254/2014 - Résolution"	""	""	""	""	"RC-B7-0254/2014"	""	"&key=0"	""	"2014-03-13"	"53"	"52"	"0"	"1"	
"7483"	"B7-0367/2014 - Am 8/1"	""	""	""	""	"B7-0367/2014"	""	"&key=0"	""	"2014-04-17"	"560"	"218"	"330"	"12"	
"6965"	"A7-0199/2012 - Sophie Auconie - Résolution législative"	""	""	""	""	"A7-0199/2012"	""	"&key=0"	""	"2014-04-02"	"631"	"386"	"228"	"17"	
"6748"	"A7-0141/2014 - Salvatore Iacolino - Am 6"	""	""	""	""	"A7-0141/2014"	""	"&key=0"	""	"2014-03-12"	"672"	"132"	"533"	"7"	
"6464"	"A7-0091/2014 - Sergio Gutiérrez Prieto - Am 2"	""	""	""	""	"A7-0091/2014"	""	"&key=0"	""	"2014-02-25"	"683"	"259"	"413"	"11"	
"6326"	"A7-0047/2014 - Anne Delvaux - § 36"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"660"	"533"	"119"	"8"	
"7423"	"A7-0271/2014 - Anne E. Jensen et Jean-Luc Dehaene - Am 3"	""	""	""	""	"A7-0271/2014"	""	"&key=0"	""	"2014-04-16"	"474"	"364"	"90"	"20"	
"6355"	"A7-0047/2014 - Anne Delvaux - § 110/1"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"652"	"533"	"113"	"6"	
"6839"	"A7-0135/2014 - Alejandro Cercas - § 13/2"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"613"	"498"	"79"	"36"	
"6901"	"A7-0159/2014 - Eider Gardiazábal Rubial - Am 18"	""	""	""	""	"A7-0159/2014"	""	"&key=0"	""	"2014-03-13"	"547"	"178"	"356"	"13"	
"7119"	"A7-0206/2014 - Petri Sarvamaa - Résolution"	""	""	""	""	"A7-0206/2014"	""	"&key=0"	""	"2014-04-03"	"596"	"572"	"10"	"14"	
"6701"	"A7-0117/2014 - Boris Zala - Vote unique"	""	""	""	""	"A7-0117/2014"	""	"&key=0"	""	"2014-03-12"	"548"	"457"	"26"	"65"	
"6244"	"A7-0053/2014 - Christofer Fjellner - Am 80"	""	"International Trade"	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-02-05"	"676"	"270"	"393"	"13"	
"6308"	"A7-0047/2014 - Anne Delvaux - § 21/1"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"658"	"558"	"96"	"4"	
"6261"	"A7-0481/2013 - Klaus-Heiner Lehne - Am 31"	""	"Legal Affairs"	""	""	"A7-0481/2013"	""	"&key=0"	""	"2014-02-05"	"644"	"521"	"120"	"3"	
"6179"	"A7-0474/2013 - Robert Rochefort - Am 2"	""	"Internal Market and Consumer Protection"	""	""	"A7-0474/2013"	""	"&key=0"	""	"2014-02-04"	"673"	"206"	"409"	"58"	
"6536"	"A7-0033/2014 - Izaskun Bilbao Barandica - Résolution législative"	""	""	""	""	"A7-0033/2014"	""	"&key=0"	""	"2014-02-26"	"677"	"601"	"68"	"8"	
"6875"	"A7-0135/2014 - Alejandro Cercas - § 43, tirets/2"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"600"	"543"	"42"	"15"	
"6754"	"A7-0141/2014 - Salvatore Iacolino - Résolution"	""	""	""	""	"A7-0141/2014"	""	"&key=0"	""	"2014-03-12"	"678"	"487"	"161"	"30"	
"6199"	"A7-0028/2014 - András Gyürk - § 27/2"	""	"Industry, Research and Energy"	""	""	"A7-0028/2014"	""	"&key=0"	""	"2014-02-04"	"666"	"353"	"293"	"20"	
"6140"	"RC-B7-0008/2014 - Am 3"	""	""	""	""	"RC-B7-0008/2014"	""	"&key=0"	""	"2014-01-16"	"604"	"355"	"217"	"32"	
"7297"	"A7-0147/2014 - Hynek Fajmon - Am 128"	""	""	""	""	"A7-0147/2014"	""	"&key=0"	""	"2014-04-15"	"632"	"484"	"123"	"25"	
"6595"	"A7-0071/2014 - Mary Honeyball - Considérant X/1"	""	""	""	""	"A7-0071/2014"	""	"&key=0"	""	"2014-02-26"	"570"	"492"	"49"	"29"	
"6112"	"A7-0464/2013 - Reinhard Bütikofer - § 137"	""	"Industry, Research and Energy"	""	""	"A7-0464/2013"	""	"&key=0"	""	"2014-01-15"	"637"	"325"	"270"	"42"	
"6921"	"A7-0159/2014 - Eider Gardiazábal Rubial - Résolution"	""	""	""	""	"A7-0159/2014"	""	"&key=0"	""	"2014-03-13"	"543"	"431"	"79"	"33"	
"6241"	"A7-0053/2014 - Christofer Fjellner - Am 91"	""	"International Trade"	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-02-05"	"679"	"343"	"330"	"6"	
"6269"	"A7-0047/2014 - Anne Delvaux - Am 28/1"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"668"	"333"	"310"	"25"	
"6621"	"A7-0051/2014 - Louis Michel - Am 7"	""	""	""	""	"A7-0051/2014"	""	"&key=0"	""	"2014-02-27"	"582"	"86"	"469"	"27"	
"6088"	"A7-0440/2013 - Julie Girling - Am 10"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0440/2013"	""	"&key=0"	""	"2014-01-15"	"661"	"293"	"356"	"12"	
"6647"	"A7-0150/2014 - Krišjānis Kariņš et Judith Sargentini - Am 151"	""	""	""	""	"A7-0150/2014"	""	"&key=0"	""	"2014-03-11"	"679"	"139"	"531"	"9"	
"6489"	"A7-0044/2014 - Marit Paulsen - § 8"	""	""	""	""	"A7-0044/2014"	""	"&key=0"	""	"2014-02-25"	"671"	"431"	"217"	"23"	
"6964"	"A7-0199/2012 - Sophie Auconie - Am 52"	""	""	""	""	"A7-0199/2012"	""	"&key=0"	""	"2014-04-02"	"632"	"372"	"246"	"14"	
"6533"	"A7-0034/2014 - Mathieu Grosch - Am 16/2"	""	""	""	""	"A7-0034/2014"	""	"&key=0"	""	"2014-02-26"	"674"	"149"	"508"	"17"	
"6510"	"A7-0144/2014 - Danuta Maria Hübner - Vote unique"	""	""	""	""	"A7-0144/2014"	""	"&key=0"	""	"2014-02-26"	"627"	"554"	"65"	"8"	
"6454"	"A7-0075/2014 - Antonyia Parvanova - Am 10 S"	""	""	""	""	"A7-0075/2014"	""	"&key=0"	""	"2014-02-25"	"675"	"600"	"59"	"16"	
"6119"	"RC-B7-0016/2014 - § 4/1"	""	""	""	""	"RC-B7-0016/2014"	""	"&key=0"	""	"2014-01-16"	"578"	"517"	"24"	"37"	
"6662"	"A7-0073/2014 - Inês Cristina Zuber - Am 1"	""	""	""	""	"A7-0073/2014"	""	"&key=0"	""	"2014-03-11"	"672"	"230"	"399"	"43"	
"6945"	"RC-B7-0263/2014 - Am 27"	""	""	""	""	"RC-B7-0263/2014"	""	"&key=0"	""	"2014-03-13"	"469"	"9"	"447"	"13"	
"6408"	"A7-0047/2014 - Anne Delvaux - Considérant BS"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"599"	"466"	"123"	"10"	
"7077"	"A7-0238/2014 - Paweł Zalewski - Am 3"	""	""	""	""	"A7-0238/2014"	""	"&key=0"	""	"2014-04-03"	"610"	"201"	"343"	"66"	
"6797"	"A7-0149/2014 - Othmar Karas et Liem Hoang Ngoc - Am 27"	""	""	""	""	"A7-0149/2014"	""	"&key=0"	""	"2014-03-13"	"612"	"246"	"348"	"18"	
"6727"	"A7-0386/2013 - Edit Bauer - Résolution législative"	""	""	""	""	"A7-0386/2013"	""	"&key=0"	""	"2014-03-12"	"683"	"566"	"92"	"25"	
"6162"	"A7-0323/2013 - Adina-Ioana Vălean - Am 42"	""	"Industry, Research and Energy"	""	""	"A7-0323/2013"	""	"&key=0"	""	"2014-02-04"	"675"	"106"	"559"	"10"	
"7504"	"B7-0415/2014 - § 21"	""	""	""	""	"B7-0415/2014"	""	"&key=0"	""	"2014-04-17"	"533"	"123"	"399"	"11"	
"6413"	"B7-0090/2014 - Décision"	""	""	""	""	"B7-0090/2014"	""	"&key=0"	""	"2014-02-06"	"596"	"306"	"276"	"14"	
"7409"	"A7-0053/2014 - Christofer Fjellner - Résolution législative"	""	""	""	""	"A7-0053/2014"	""	"&key=0"	""	"2014-04-16"	"662"	"553"	"85"	"24"	
"7114"	"A7-0225/2014 - Bogusław Sonik - Résolution"	""	""	""	""	"A7-0225/2014"	""	"&key=0"	""	"2014-04-03"	"599"	"522"	"58"	"19"	
"6460"	"A7-0091/2014 - Sergio Gutiérrez Prieto - § 3"	""	""	""	""	"A7-0091/2014"	""	"&key=0"	""	"2014-02-25"	"675"	"533"	"114"	"28"	
"6080"	"A7-0034/2013 - Marc Tarabella - Résolution législative"	""	"Internal Market and Consumer Protection"	""	""	"A7-0034/2013"	""	"&key=0"	""	"2014-01-15"	"680"	"618"	"36"	"26"	
"6648"	"A7-0150/2014 - Krišjānis Kariņš et Judith Sargentini - Résolution législative"	""	""	""	""	"A7-0150/2014"	""	"&key=0"	""	"2014-03-11"	"685"	"643"	"30"	"12"	
"6497"	"A7-0044/2014 - Marit Paulsen - Considérant F/2"	""	""	""	""	"A7-0044/2014"	""	"&key=0"	""	"2014-02-25"	"664"	"317"	"338"	"9"	
"6677"	"A7-0148/2014 - Sophia in 't Veld - Résoluton commission LIBE"	""	""	""	""	"A7-0148/2014"	""	"&key=0"	""	"2014-03-11"	"670"	"430"	"226"	"14"	
"6571"	"A7-0276/2013 - Linda McAvan - Résolution législative"	""	""	""	""	"A7-0276/2013"	""	"&key=0"	""	"2014-02-26"	"638"	"514"	"66"	"58"	
"7442"	"A7-0110/2014 - Vital Moreira - Am 5"	""	""	""	""	"A7-0110/2014"	""	"&key=0"	""	"2014-04-16"	"582"	"100"	"476"	"6"	
"6679"	"A7-0048/2014 - Anthea McIntyre - § 1/2"	""	""	""	""	"A7-0048/2014"	""	"&key=0"	""	"2014-03-11"	"658"	"316"	"336"	"6"	
"7294"	"A7-0147/2014 - Hynek Fajmon - Am 125"	""	""	""	""	"A7-0147/2014"	""	"&key=0"	""	"2014-04-15"	"642"	"447"	"125"	"70"	
"6498"	"A7-0044/2014 - Marit Paulsen - Considérant G/1"	""	""	""	""	"A7-0044/2014"	""	"&key=0"	""	"2014-02-25"	"671"	"641"	"3"	"27"	
"6032"	"A7-0430/2013 - Chris Davies - Am 6 S"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0430/2013"	""	"&key=0"	""	"2014-01-14"	"693"	"139"	"540"	"14"	
"6400"	"A7-0047/2014 - Anne Delvaux - Considérant AQ/1"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"645"	"612"	"31"	"2"	
"6307"	"A7-0047/2014 - Anne Delvaux - § 17"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"663"	"627"	"23"	"13"	
"7407"	"A7-0461/2013 - Carlos Coelho - Résolution législative"	""	""	""	""	"A7-0461/2013"	""	"&key=0"	""	"2014-04-16"	"662"	"528"	"46"	"88"	
"6341"	"A7-0047/2014 - Anne Delvaux - § 74"	""	""	""	""	"A7-0047/2014"	""	"&key=0"	""	"2014-02-05"	"644"	"502"	"131"	"11"	
"7123"	"A7-0221/2014 - Petri Sarvamaa - Résolution"	""	""	""	""	"A7-0221/2014"	""	"&key=0"	""	"2014-04-03"	"593"	"519"	"61"	"13"	
"6528"	"A7-0034/2014 - Mathieu Grosch - Am 68/2"	""	""	""	""	"A7-0034/2014"	""	"&key=0"	""	"2014-02-26"	"670"	"489"	"160"	"21"	
"6696"	"A7-0125/2014 - Ana Gomes - § 1"	""	""	""	""	"A7-0125/2014"	""	"&key=0"	""	"2014-03-11"	"632"	"573"	"45"	"14"	
"7104"	"A7-0246/2014 - Cătălin Sorin Ivan - § 61/1"	""	""	""	""	"A7-0246/2014"	""	"&key=0"	""	"2014-04-03"	"614"	"591"	"6"	"17"	
"6135"	"RC-B7-0015/2014 - Résolution"	""	""	""	""	"RC-B7-0015/2014"	""	"&key=0"	""	"2014-01-16"	"626"	"560"	"22"	"44"	
"6494"	"A7-0044/2014 - Marit Paulsen - § 18/2"	""	""	""	""	"A7-0044/2014"	""	"&key=0"	""	"2014-02-25"	"666"	"495"	"144"	"27"	
"6021"	"A7-0168/2013 - Holger Krahmer - Résolution législative"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0168/2013"	""	"&key=0"	""	"2014-01-14"	"674"	"552"	"110"	"12"	
"6467"	"A7-0091/2014 - Sergio Gutiérrez Prieto - § 18"	""	""	""	""	"A7-0091/2014"	""	"&key=0"	""	"2014-02-25"	"680"	"532"	"132"	"16"	
"7318"	"A7-0355/2013 - Christel Schaldemose - Am 62"	""	""	""	""	"A7-0355/2013"	""	"&key=0"	""	"2014-04-15"	"614"	"423"	"165"	"26"	
"6753"	"A7-0141/2014 - Salvatore Iacolino - Am 5"	""	""	""	""	"A7-0141/2014"	""	"&key=0"	""	"2014-03-12"	"671"	"36"	"526"	"109"	
"6583"	"A7-0071/2014 - Mary Honeyball - § 18/2"	""	""	""	""	"A7-0071/2014"	""	"&key=0"	""	"2014-02-26"	"589"	"568"	"10"	"11"	
"6864"	"A7-0135/2014 - Alejandro Cercas - § 40/3"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"605"	"447"	"147"	"11"	
"7197"	"A7-0105/2014 - Teresa Riera Madurell - Am 59"	""	""	""	""	"A7-0105/2014"	""	"&key=0"	""	"2014-04-15"	"676"	"110"	"551"	"15"	
"7071"	"A7-0177/2013 - Sajjad Karim - Am 256"	""	""	""	""	"A7-0177/2013"	""	"&key=0"	""	"2014-04-03"	"611"	"253"	"344"	"14"	
"7419"	"A7-0352/2011 - David Martin - Résolution"	""	""	""	""	"A7-0352/2011"	""	"&key=0"	""	"2014-04-16"	"620"	"532"	"81"	"7"	
"6558"	"A7-0085/2014 - Werner Langen - Am 9"	""	""	""	""	"A7-0085/2014"	""	"&key=0"	""	"2014-02-26"	"646"	"387"	"247"	"12"	
"7317"	"A7-0355/2013 - Christel Schaldemose - Am 61"	""	""	""	""	"A7-0355/2013"	""	"&key=0"	""	"2014-04-15"	"634"	"446"	"171"	"17"	
"6876"	"A7-0135/2014 - Alejandro Cercas - § 43, tirets/3"	""	""	""	""	"A7-0135/2014"	""	"&key=0"	""	"2014-03-13"	"609"	"510"	"92"	"7"	
"7326"	"A7-0346/2013 - Sirpa Pietikäinen - Résolution législative"	""	""	""	""	"A7-0346/2013"	""	"&key=0"	""	"2014-04-15"	"643"	"573"	"18"	"52"	
